Id,Type,Instance,Charge,Stage,User,Group,Account,Organization,Class,QualityOfService,Machine,Nodes,Processors,CPUTime,Memory,Disk,Duration,StartTime,EndTime,Description,NodeID
2897995,Job,28616253,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,121,,,41,2021-01-03 12:16:25,2021-01-03 12:17:06,,{g-01-c0016}
2898011,Job,28616297,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,115,,,42,2021-01-03 12:17:06,2021-01-03 12:17:48,,{g-01-c0016}
2898006,Job,28616182,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,622,,,218,2021-01-03 12:14:10,2021-01-03 12:17:48,,{g-01-c0016}
2898038,Job,28616266,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,433,,,168,2021-01-03 12:16:25,2021-01-03 12:19:13,,{g-01-c0017}
2898030,Job,28616345,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,93,,,42,2021-01-03 12:17:48,2021-01-03 12:18:30,,{g-01-c0023}
2898020,Job,28615987,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,124,,,42,2021-01-03 12:17:48,2021-01-03 12:18:30,,{g-01-c0016}
2898057,Job,28616246,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,773,,,296,2021-01-03 12:15:40,2021-01-03 12:20:36,,{g-01-c0017}
2898023,Job,28616209,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,626,,,218,2021-01-03 12:14:52,2021-01-03 12:18:30,,{g-01-c0016}
2898033,Job,28612889,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1720,,,43,2021-01-03 12:18:30,2021-01-03 12:19:13,,{g-01-c0010}
2898026,Job,28616309,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,520,,,84,2021-01-03 12:17:06,2021-01-03 12:18:30,,{g-01-c0024}
2898032,Job,28616349,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,105,,,42,2021-01-03 12:17:48,2021-01-03 12:18:30,,{g-01-c0017}
2898044,Job,28616340,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,813,,,85,2021-01-03 12:17:48,2021-01-03 12:19:13,,{g-01-c0024}
2898035,Job,28616125,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,1128,,,386,2021-01-03 12:12:47,2021-01-03 12:19:13,,{g-01-c0016}
2898055,Job,28615899,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,16220,,,811,2021-01-03 12:07:05,2021-01-03 12:20:36,,{g-01-c0021}
2898061,Job,28616428,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,118,,,40,2021-01-03 12:19:56,2021-01-03 12:20:36,,{g-01-c0016}
2898018,Job,28615698,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,840,,,42,2021-01-03 12:17:48,2021-01-03 12:18:30,,{g-01-c0010}
2898045,Job,28616361,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,132,,,43,2021-01-03 12:18:30,2021-01-03 12:19:13,,{g-01-c0016}
2898019,Job,28615847,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,2299,,,770,2021-01-03 12:05:40,2021-01-03 12:18:30,,{g-01-c0017}
2898054,Job,28615670,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,2711,,,1157,2021-01-03 12:01:19,2021-01-03 12:20:36,,{g-01-c0023}
2898031,Job,28616348,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,93,,,42,2021-01-03 12:17:48,2021-01-03 12:18:30,,{g-01-c0023}
2898024,Job,28616305,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,520,,,84,2021-01-03 12:17:06,2021-01-03 12:18:30,,{g-01-c0024}
2898028,Job,28616318,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,168,,,42,2021-01-03 12:17:48,2021-01-03 12:18:30,,{g-01-c0028}
2898060,Job,28616406,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,240,,,83,2021-01-03 12:19:13,2021-01-03 12:20:36,,{g-01-c0016}
2898056,Job,28616023,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1710,,,641,2021-01-03 12:09:55,2021-01-03 12:20:36,,{g-01-c0017}
2898063,Job,28615591,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,3186,,,1349,2021-01-03 11:58:48,2021-01-03 12:21:17,,{g-01-c0023}
2898027,Job,28616314,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,520,,,84,2021-01-03 12:17:06,2021-01-03 12:18:30,,{g-01-c0024}
2898040,Job,28616311,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,371,,,127,2021-01-03 12:17:06,2021-01-03 12:19:13,,{g-01-c0016}
2898016,Job,28615685,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,41240,,,1031,2021-01-03 12:01:19,2021-01-03 12:18:30,,{g-02-c0128}
2898022,Job,28616137,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1247,,,343,2021-01-03 12:12:47,2021-01-03 12:18:30,,{g-01-c0025}
2898041,Job,28616328,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,813,,,85,2021-01-03 12:17:48,2021-01-03 12:19:13,,{g-01-c0024}
2898025,Job,28616308,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,520,,,84,2021-01-03 12:17:06,2021-01-03 12:18:30,,{g-01-c0024}
2898062,Job,28615517,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,3466,,,1473,2021-01-03 11:56:44,2021-01-03 12:21:17,,{g-01-c0023}
2898053,Job,28615613,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,5021,,,1264,2021-01-03 11:59:32,2021-01-03 12:20:36,,{g-01-c0028}
2898043,Job,28616338,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,813,,,85,2021-01-03 12:17:48,2021-01-03 12:19:13,,{g-01-c0024}
2898017,Job,28615687,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,840,,,42,2021-01-03 12:17:48,2021-01-03 12:18:30,,{g-01-c0010}
2898036,Job,28616177,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,878,,,303,2021-01-03 12:14:10,2021-01-03 12:19:13,,{g-01-c0016}
2898049,Job,28616240,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,738,,,256,2021-01-03 12:15:40,2021-01-03 12:19:56,,{g-01-c0016}
2898021,Job,28616133,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,996,,,343,2021-01-03 12:12:47,2021-01-03 12:18:30,,{g-01-c0016}
2898029,Job,28616337,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,93,,,42,2021-01-03 12:17:48,2021-01-03 12:18:30,,{g-01-c0023}
2898039,Job,28616285,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,3762,,,168,2021-01-03 12:16:25,2021-01-03 12:19:13,,{g-01-c0015}
2898042,Job,28616329,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,194,,,85,2021-01-03 12:17:48,2021-01-03 12:19:13,,{g-01-c0023}
2898052,Job,28615315,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1600,,,40,2021-01-03 12:19:56,2021-01-03 12:20:36,,{g-01-c0010}
2898037,Job,28616243,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,545,,,213,2021-01-03 12:15:40,2021-01-03 12:19:13,,{g-01-c0017}
2898046,Job,28616373,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,101,,,43,2021-01-03 12:18:30,2021-01-03 12:19:13,,{g-01-c0023}
2898034,Job,28615639,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,44680,,,1117,2021-01-03 12:00:36,2021-01-03 12:19:13,,{g-02-c0099}
2898047,Job,28615311,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,4576,,,1662,2021-01-03 11:52:14,2021-01-03 12:19:56,,{g-01-c0016}
2898051,Job,28616412,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,122,,,43,2021-01-03 12:19:13,2021-01-03 12:19:56,,{g-01-c0016}
2898059,Job,28616392,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,240,,,83,2021-01-03 12:19:13,2021-01-03 12:20:36,,{g-01-c0016}
2898058,Job,28616391,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,240,,,83,2021-01-03 12:19:13,2021-01-03 12:20:36,,{g-01-c0016}
2898048,Job,28616224,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,880,,,304,2021-01-03 12:14:52,2021-01-03 12:19:56,,{g-01-c0016}
2898050,Job,28616291,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,493,,,170,2021-01-03 12:17:06,2021-01-03 12:19:56,,{g-01-c0016}
2898064,Job,28615622,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,820,,,41,2021-01-03 12:20:36,2021-01-03 12:21:17,,{g-01-c0010}
2898084,Job,28616147,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,10020,,,515,2021-01-03 12:13:28,2021-01-03 12:22:03,,{g-01-c0027}
2898091,Job,28616483,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,136,,,46,2021-01-03 12:21:17,2021-01-03 12:22:03,,{g-01-c0016}
2898107,Job,28616405,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8480,,,212,2021-01-03 12:19:13,2021-01-03 12:22:45,,{g-02-c0098}
2898086,Job,28616367,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8520,,,213,2021-01-03 12:18:30,2021-01-03 12:22:03,,{g-01-c0067}
2898077,Job,28615526,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,920,,,46,2021-01-03 12:21:17,2021-01-03 12:22:03,,{g-01-c0010}
2898108,Job,28616413,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8480,,,212,2021-01-03 12:19:13,2021-01-03 12:22:45,,{g-02-c0093}
2898079,Job,28615645,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,5085,,,1287,2021-01-03 12:00:36,2021-01-03 12:22:03,,{g-01-c0028}
2898098,Job,28615723,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,4505,,,1201,2021-01-03 12:02:44,2021-01-03 12:22:45,,{g-01-c0025}
2898110,Job,28616438,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,492,,,169,2021-01-03 12:19:56,2021-01-03 12:22:45,,{g-01-c0016}
2898074,Job,28616410,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,366,,,124,2021-01-03 12:19:13,2021-01-03 12:21:17,,{g-01-c0016}
2898083,Job,28616095,0,Charge,ashvag,ashvag,ku-cbd,,batch,,pbs,1,40,3928,,,598,2021-01-03 12:12:05,2021-01-03 12:22:03,,{g-01-c0003}
2898105,Job,28616401,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8480,,,212,2021-01-03 12:19:13,2021-01-03 12:22:45,,{g-02-c0102}
2898104,Job,28616400,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8480,,,212,2021-01-03 12:19:13,2021-01-03 12:22:45,,{g-01-c0024}
2898103,Job,28616366,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,746,,,255,2021-01-03 12:18:30,2021-01-03 12:22:45,,{g-01-c0016}
2898109,Job,28616419,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,588,,,212,2021-01-03 12:19:13,2021-01-03 12:22:45,,{g-01-c0017}
2898069,Job,28616252,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,820,,,41,2021-01-03 12:20:36,2021-01-03 12:21:17,,{g-01-c0010}
2898082,Job,28616075,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,920,,,46,2021-01-03 12:21:17,2021-01-03 12:22:03,,{g-01-c0010}
2898072,Job,28616347,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8360,,,209,2021-01-03 12:17:48,2021-01-03 12:21:17,,{g-01-c0068}
2898106,Job,28616403,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8480,,,212,2021-01-03 12:19:13,2021-01-03 12:22:45,,{g-02-c0099}
2898092,Job,28616486,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,108,,,46,2021-01-03 12:21:17,2021-01-03 12:22:03,,{g-01-c0023}
2898081,Job,28615740,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,2703,,,1159,2021-01-03 12:02:44,2021-01-03 12:22:03,,{g-01-c0023}
2898080,Job,28615721,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,4337,,,1159,2021-01-03 12:02:44,2021-01-03 12:22:03,,{g-01-c0025}
2898070,Job,28616341,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8360,,,209,2021-01-03 12:17:48,2021-01-03 12:21:17,,{g-01-c0074}
2898088,Job,28616375,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8520,,,213,2021-01-03 12:18:30,2021-01-03 12:22:03,,{g-01-c0059}
2898089,Job,28616379,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8520,,,213,2021-01-03 12:18:30,2021-01-03 12:22:03,,{g-02-c0104}
2898068,Job,28615979,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1726,,,725,2021-01-03 12:09:12,2021-01-03 12:21:17,,{g-01-c0023}
2898096,Job,28615547,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,4221,,,1518,2021-01-03 11:57:27,2021-01-03 12:22:45,,{g-01-c0017}
2898071,Job,28616346,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8360,,,209,2021-01-03 12:17:48,2021-01-03 12:21:17,,{g-01-c0071}
2898090,Job,28616380,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8520,,,213,2021-01-03 12:18:30,2021-01-03 12:22:03,,{g-02-c0103}
2898093,Job,28616496,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,108,,,46,2021-01-03 12:21:17,2021-01-03 12:22:03,,{g-01-c0023}
2898099,Job,28615812,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,112,,,42,2021-01-03 12:22:03,2021-01-03 12:22:45,,{g-01-c0016}
2898100,Job,28615975,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,3047,,,813,2021-01-03 12:09:12,2021-01-03 12:22:45,,{g-01-c0025}
2898095,Job,28615532,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,840,,,42,2021-01-03 12:22:03,2021-01-03 12:22:45,,{g-01-c0010}
2898073,Job,28616393,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,366,,,124,2021-01-03 12:19:13,2021-01-03 12:21:17,,{g-01-c0016}
2898087,Job,28616368,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8520,,,213,2021-01-03 12:18:30,2021-01-03 12:22:03,,{g-01-c0060}
2898078,Job,28615528,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,4196,,,1476,2021-01-03 11:57:27,2021-01-03 12:22:03,,{g-01-c0016}
2898111,Job,28616482,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,248,,,88,2021-01-03 12:21:17,2021-01-03 12:22:45,,{g-01-c0016}
2898076,Job,28616468,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,109,,,41,2021-01-03 12:20:36,2021-01-03 12:21:17,,{g-01-c0017}
2898085,Job,28616227,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,136,,,46,2021-01-03 12:21:17,2021-01-03 12:22:03,,{g-01-c0016}
2898066,Job,28615760,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,2502,,,1071,2021-01-03 12:03:26,2021-01-03 12:21:17,,{g-01-c0023}
2898101,Job,28616156,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,112,,,42,2021-01-03 12:22:03,2021-01-03 12:22:45,,{g-01-c0016}
2898094,Job,28616498,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,613,,,46,2021-01-03 12:21:17,2021-01-03 12:22:03,,{g-01-c0021}
2898075,Job,28616459,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,164,,,41,2021-01-03 12:20:36,2021-01-03 12:21:17,,{g-01-c0028}
2898102,Job,28616260,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,1106,,,380,2021-01-03 12:16:25,2021-01-03 12:22:45,,{g-01-c0016}
2898097,Job,28615651,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,840,,,42,2021-01-03 12:22:03,2021-01-03 12:22:45,,{g-01-c0010}
2898067,Job,28615908,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,126,,,41,2021-01-03 12:20:36,2021-01-03 12:21:17,,{g-01-c0016}
2898065,Job,28615676,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,126,,,41,2021-01-03 12:20:36,2021-01-03 12:21:17,,{g-01-c0016}
2898149,Job,28616591,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,244,,,84,2021-01-03 12:23:28,2021-01-03 12:24:52,,{g-01-c0016}
2898134,Job,28616499,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,368,,,127,2021-01-03 12:22:03,2021-01-03 12:24:10,,{g-01-c0016}
2898142,Job,28615913,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,3876,,,1024,2021-01-03 12:07:48,2021-01-03 12:24:52,,{g-01-c0025}
2898141,Job,28615787,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1680,,,42,2021-01-03 12:24:10,2021-01-03 12:24:52,,{g-01-c0010}
2898117,Job,28616374,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,860,,,43,2021-01-03 12:22:45,2021-01-03 12:23:28,,{g-01-c0010}
2898138,Job,28616593,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,168,,,42,2021-01-03 12:23:28,2021-01-03 12:24:10,,{g-01-c0025}
2898122,Job,28616478,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,380,,,131,2021-01-03 12:21:17,2021-01-03 12:23:28,,{g-01-c0016}
2898125,Job,28616516,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,172,,,43,2021-01-03 12:22:45,2021-01-03 12:23:28,,{g-01-c0028}
2898113,Job,28616506,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,168,,,42,2021-01-03 12:22:03,2021-01-03 12:22:45,,{g-01-c0025}
2898143,Job,28615938,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,20480,,,1024,2021-01-03 12:07:48,2021-01-03 12:24:52,,{g-01-c0019}
2898115,Job,28616527,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,560,,,42,2021-01-03 12:22:03,2021-01-03 12:22:45,,{g-01-c0021}
2898135,Job,28616573,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,124,,,42,2021-01-03 12:23:28,2021-01-03 12:24:10,,{g-01-c0016}
2898118,Job,28616423,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,624,,,212,2021-01-03 12:19:56,2021-01-03 12:23:28,,{g-01-c0016}
2898137,Job,28616583,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,168,,,42,2021-01-03 12:23:28,2021-01-03 12:24:10,,{g-01-c0025}
2898146,Job,28616448,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,868,,,296,2021-01-03 12:19:56,2021-01-03 12:24:52,,{g-01-c0016}
2898156,Job,28616381,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1126,,,423,2021-01-03 12:18:30,2021-01-03 12:25:33,,{g-01-c0017}
2898139,Job,28616598,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,98,,,42,2021-01-03 12:23:28,2021-01-03 12:24:10,,{g-01-c0017}
2898131,Job,28616056,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,22801,,,814,2021-01-03 12:10:36,2021-01-03 12:24:10,,{g-01-c0015}
2898153,Job,28615917,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,820,,,41,2021-01-03 12:24:52,2021-01-03 12:25:33,,{g-01-c0010}
2898112,Job,28616503,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,168,,,42,2021-01-03 12:22:03,2021-01-03 12:22:45,,{g-01-c0028}
2898126,Job,28616551,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,172,,,43,2021-01-03 12:22:45,2021-01-03 12:23:28,,{g-01-c0025}
2898130,Job,28615971,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,3592,,,898,2021-01-03 12:09:12,2021-01-03 12:24:10,,{g-01-c0028}
2898150,Job,28616624,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,120,,,42,2021-01-03 12:24:10,2021-01-03 12:24:52,,{g-01-c0016}
2898114,Job,28616514,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,112,,,42,2021-01-03 12:22:03,2021-01-03 12:22:45,,{g-01-c0016}
2898123,Job,28616495,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,380,,,131,2021-01-03 12:21:17,2021-01-03 12:23:28,,{g-01-c0016}
2898152,Job,28615738,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,3208,,,1369,2021-01-03 12:02:44,2021-01-03 12:25:33,,{g-01-c0023}
2898155,Job,28616315,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1209,,,507,2021-01-03 12:17:06,2021-01-03 12:25:33,,{g-01-c0023}
2898154,Job,28616093,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,820,,,41,2021-01-03 12:24:52,2021-01-03 12:25:33,,{g-01-c0010}
2898147,Job,28616564,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,298,,,127,2021-01-03 12:22:45,2021-01-03 12:24:52,,{g-01-c0023}
2898144,Job,28616084,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,2177,,,808,2021-01-03 12:11:24,2021-01-03 12:24:52,,{g-01-c0017}
2898124,Job,28616502,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,244,,,85,2021-01-03 12:22:03,2021-01-03 12:23:28,,{g-01-c0016}
2898136,Job,28616575,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,124,,,42,2021-01-03 12:23:28,2021-01-03 12:24:10,,{g-01-c0016}
2898121,Job,28616436,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8480,,,212,2021-01-03 12:19:56,2021-01-03 12:23:28,,{g-02-c0129}
2898128,Job,28616563,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,172,,,43,2021-01-03 12:22:45,2021-01-03 12:23:28,,{g-01-c0025}
2898157,Job,28616586,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,500,,,125,2021-01-03 12:23:28,2021-01-03 12:25:33,,{g-01-c0025}
2898140,Job,28615742,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,3767,,,1328,2021-01-03 12:02:44,2021-01-03 12:24:52,,{g-01-c0017}
2898145,Job,28616235,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1598,,,600,2021-01-03 12:14:52,2021-01-03 12:24:52,,{g-01-c0017}
2898133,Job,28616465,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,3413,,,214,2021-01-03 12:20:36,2021-01-03 12:24:10,,{g-01-c0021}
2898159,Job,28616629,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,164,,,41,2021-01-03 12:24:52,2021-01-03 12:25:33,,{g-01-c0028}
2898132,Job,28616429,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1680,,,42,2021-01-03 12:23:28,2021-01-03 12:24:10,,{g-01-c0010}
2898129,Job,28615783,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,2820,,,1201,2021-01-03 12:04:09,2021-01-03 12:24:10,,{g-01-c0023}
2898127,Job,28616561,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,172,,,43,2021-01-03 12:22:45,2021-01-03 12:23:28,,{g-01-c0025}
2898151,Job,28616656,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,197,,,42,2021-01-03 12:24:10,2021-01-03 12:24:52,,{g-01-c0015}
2898158,Job,28616600,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,292,,,125,2021-01-03 12:23:28,2021-01-03 12:25:33,,{g-01-c0017}
2898120,Job,28616434,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8480,,,212,2021-01-03 12:19:56,2021-01-03 12:23:28,,{g-02-c0131}
2898119,Job,28616433,0,Charge,oklu,cu_10051,cu_10051,,batch,,pbs,1,40,8480,,,212,2021-01-03 12:19:56,2021-01-03 12:23:28,,{g-02-c0092}
2898116,Job,28615728,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,860,,,43,2021-01-03 12:22:45,2021-01-03 12:23:28,,{g-01-c0010}
2898148,Job,28616576,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,168,,,42,2021-01-03 12:24:10,2021-01-03 12:24:52,,{g-01-c0028}
2898190,Job,28616745,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,192,,,87,2021-01-03 12:26:14,2021-01-03 12:27:41,,{g-01-c0014}
2898178,Job,28616756,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,94,,,40,2021-01-03 12:26:14,2021-01-03 12:26:54,,{g-01-c0014}
2898188,Job,28616698,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,301,,,128,2021-01-03 12:25:33,2021-01-03 12:27:41,,{g-01-c0023}
2898189,Job,28616742,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,365,,,87,2021-01-03 12:26:14,2021-01-03 12:27:41,,{g-01-c0015}
2898192,Job,28615865,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,3803,,,1321,2021-01-03 12:06:22,2021-01-03 12:28:23,,{g-01-c0016}
2898165,Job,28616389,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,820,,,41,2021-01-03 12:25:33,2021-01-03 12:26:14,,{g-01-c0010}
2898187,Job,28616674,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,396,,,169,2021-01-03 12:24:52,2021-01-03 12:27:41,,{g-01-c0017}
2898181,Job,28616141,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,2352,,,894,2021-01-03 12:12:47,2021-01-03 12:27:41,,{g-01-c0017}
2898183,Job,28616607,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1466,,,253,2021-01-03 12:23:28,2021-01-03 12:27:41,,{g-01-c0015}
2898186,Job,28616650,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1880,,,47,2021-01-03 12:26:54,2021-01-03 12:27:41,,{g-01-c0010}
2898171,Job,28615634,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,4574,,,1578,2021-01-03 12:00:36,2021-01-03 12:26:54,,{g-01-c0016}
2898163,Job,28616688,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,410,,,41,2021-01-03 12:24:52,2021-01-03 12:25:33,,{g-01-c0012}
2898172,Job,28615888,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,4774,,,1189,2021-01-03 12:07:05,2021-01-03 12:26:54,,{g-01-c0028}
2898167,Job,28616686,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,344,,,82,2021-01-03 12:24:52,2021-01-03 12:26:14,,{g-01-c0015}
2898175,Job,28616673,0,Charge,hanmar,cge,cge,,batch,,pbs,1,40,1626,,,122,2021-01-03 12:24:52,2021-01-03 12:26:54,,{g-01-c0021}
2898205,Job,28616622,0,Charge,hanmar,cge,cge,,batch,,pbs,1,80,709,,,253,2021-01-03 12:24:10,2021-01-03 12:28:23,,{g-01-c0016}
